Rooms,Type,Price,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt
2,u,626000,17/09/2016,8.5,3185,1,1.0,1764,100.0,1930.0
2,u,737000,27/06/2016,11.4,3163,1,1.0,165,,1990.0
2,u,666000,29/07/2017,2.4,3121,1,1.0,0,60.0,
2,h,1143000,22/08/2016,6.5,3071,1,2.0,431,,
2,u,602000,3/12/16,6.1,3182,1,0.0,0,66.0,1930.0
3,u,1245000,28/05/2016,10.7,3187,2,1.0,227,,1998.0
3,h,556000,24/06/2017,14.0,3047,1,1.0,627,,
2,t,710000,29/07/2017,7.2,3184,1,1.0,0,,1980.0
2,t,779000,17/09/2016,7.9,3079,1,2.0,152,,1970.0
2,u,525500,11/2/17,6.5,3071,1,1.0,724,72.0,1975.0
4,h,1540000,27/05/2017,10.1,3163,2,2.0,589,199.0,1920.0
5,h,1950000,3/9/17,9.7,3104,3,2.0,743,0.0,1949.0
2,u,480000,3/6/17,7.2,3184,1,1.0,1210,65.0,1968.0
3,h,1200000,8/4/17,5.2,3056,1,1.0,318,,1927.0
3,u,672000,27/06/2016,11.2,3073,1,2.0,855,,
3,h,690000,27/11/2016,12.4,3083,1,2.0,556,,
2,u,676000,6/5/17,5.8,3078,1,1.0,0,87.0,2002.0
2,u,503500,16/04/2016,6.1,3182,1,1.0,683,72.0,1940.0
3,u,820000,3/9/16,11.4,3163,1,2.0,0,96.0,1989.0
4,h,1830000,26/08/2017,11.4,3204,2,1.0,567,,1929.0
2,t,1350000,17/06/2017,1.3,3002,2,1.0,87,115.0,2005.0
3,u,1240000,7/11/16,8.5,3185,2,2.0,319,123.0,1990.0
3,h,545000,24/06/2017,38.0,3199,2,2.0,571,,
2,h,1080000,12/8/17,23.0,3136,1,1.0,1474,,
3,h,1400000,7/11/16,6.9,3039,2,2.0,597,,
2,u,1100000,12/11/16,11.2,3186,1,2.0,0,85.0,1935.0
2,u,831000,15/10/2016,11.2,3127,1,1.0,982,,
3,h,1765000,17/09/2016,2.6,3121,1,2.0,332,,
4,h,1774500,14/05/2016,9.3,3162,2,2.0,575,256.0,2008.0
4,h,1390000,8/7/17,14.3,3109,3,2.0,664,,
3,h,572000,23/04/2016,11.2,3073,1,2.0,41400,,
3,h,740000,27/05/2017,38.0,3199,1,1.0,650,,
3,h,629500,29/07/2017,11.2,3046,1,1.0,610,,
3,t,1065000,28/05/2016,2.3,3051,2,1.0,64,,2008.0
2,t,640000,11/3/17,11.1,3025,1,1.0,252,,1965.0
2,h,716000,3/6/17,7.2,3185,1,1.0,0,,1970.0
2,h,1001000,26/07/2016,9.3,3162,2,1.0,255,85.0,1890.0
3,h,1612000,30/07/2016,4.5,3181,2,0.0,146,139.0,1900.0
4,t,1202000,17/06/2017,12.4,3108,3,0.0,403,,
2,h,941000,7/5/16,2.5,3067,1,0.0,181,,
4,h,980000,26/08/2017,38.0,3199,2,2.0,937,191.0,1960.0
5,h,1607500,20/05/2017,8.0,3040,3,1.0,695,,
2,h,981000,25/02/2017,11.8,3204,1,1.0,533,,
2,h,1120000,14/05/2016,8.4,3015,1,3.0,574,,
2,u,710000,8/4/17,13.0,3204,1,3.0,225,,
4,h,646000,29/04/2017,15.0,3021,2,2.0,658,198.0,1980.0
3,t,750000,12/6/16,12.1,3046,2,2.0,301,251.0,2011.0
4,h,1210000,16/09/2017,6.2,3015,1,0.0,325,160.0,1983.0
4,h,1200000,16/07/2016,7.0,3013,2,2.0,417,157.0,1900.0
3,h,1385000,1/7/17,14.2,3149,1,2.0,807,167.0,1970.0
3,u,605000,25/02/2017,13.8,3018,1,2.0,181,,
3,h,1370000,28/05/2016,7.8,3058,1,1.0,563,130.0,1930.0
2,u,627500,13/08/2016,3.3,3141,1,1.0,0,85.0,1970.0
3,h,996000,27/05/2017,8.4,3072,1,2.0,581,,
3,u,780000,8/4/17,7.5,3123,1,1.0,0,,
2,u,526000,10/9/16,9.7,3103,1,1.0,0,73.0,1960.0
2,u,442000,10/12/16,4.2,3031,2,1.0,3448,71.0,2010.0
3,h,1110000,10/12/16,13.9,3165,1,4.0,612,,
2,u,757500,19/11/2016,6.1,3182,1,1.0,0,,
1,u,400500,13/05/2017,7.5,3123,1,1.0,71,,
3,h,1860000,19/11/2016,9.1,3040,2,2.0,311,,
2,h,1007000,27/06/2016,11.2,3042,1,1.0,646,,
2,u,560000,16/07/2016,4.6,3122,1,1.0,0,70.0,2013.0
3,u,800000,10/12/16,11.2,3042,2,1.0,0,,
1,u,390000,14/05/2016,2.6,3121,1,1.0,0,40.0,2011.0
3,u,850000,17/06/2017,14.3,3109,2,1.0,236,145.0,1980.0
2,u,560000,29/07/2017,17.9,3192,1,2.0,182,,
3,h,1675000,25/02/2017,7.7,3184,1,1.0,345,,
3,h,580000,26/08/2017,14.8,3023,2,2.0,461,174.0,2000.0
2,u,600000,20/05/2017,6.5,3071,1,1.0,0,59.0,1960.0
3,h,710000,13/05/2017,13.0,3046,1,2.0,587,,
2,u,475000,8/10/16,2.3,3051,1,1.0,0,,
3,h,1850000,22/08/2016,2.6,3121,2,1.0,203,112.0,1900.0
3,h,1365000,7/5/16,8.0,3040,1,1.0,754,,
4,u,753000,13/08/2016,13.9,3108,1,1.0,241,105.0,1970.0
3,h,853000,8/10/16,6.4,3011,1,1.0,0,141.0,2010.0
4,h,650000,15/07/2017,22.7,3174,1,2.0,660,,
2,u,635000,8/10/16,9.7,3103,1,1.0,0,70.0,2014.0
2,u,850000,22/04/2017,3.3,3141,2,2.0,17200,,2000.0
1,u,399000,1/7/17,4.6,3181,1,0.0,0,,
2,u,920000,18/03/2017,3.3,3141,2,0.0,0,,
3,t,815000,8/4/17,11.2,3073,2,2.0,213,1.0,2012.0
1,u,680000,17/09/2016,2.8,3000,1,2.0,0,102.0,1965.0
4,h,605000,23/09/2017,31.7,3429,2,2.0,738,192.0,2000.0
2,u,482000,29/04/2017,6.1,3182,1,1.0,0,54.0,2004.0
3,h,500000,22/07/2017,31.7,3429,1,3.0,678,127.0,1975.0
3,t,525000,1/7/17,10.5,3020,2,1.0,177,,
3,h,475000,18/06/2016,11.2,3073,1,1.0,535,133.0,1970.0
3,t,1030000,18/03/2017,13.9,3165,2,2.0,327,,
2,u,645000,13/05/2017,4.5,3181,1,1.0,2842,84.0,1920.0
3,t,905000,20/05/2017,13.6,3148,1,2.0,418,132.0,1955.0
4,h,2525000,8/4/17,14.0,3166,2,0.0,1143,,
2,h,962000,1/7/17,1.8,3051,1,0.0,91,2.0,
2,t,931000,16/09/2017,2.0,3066,1,1.0,109,90.0,2001.0
2,u,785000,24/09/2016,9.2,3146,1,1.0,0,,
2,u,1480000,12/8/17,3.5,3207,2,2.0,0,,2000.0
3,h,840000,3/12/16,6.4,3011,1,0.0,164,93.0,1900.0
2,u,350000,22/05/2016,5.2,3056,1,1.0,0,,
3,u,800000,28/05/2016,13.9,3165,2,2.0,261,,
2,h,900000,22/08/2016,6.5,3071,1,1.0,497,,
2,t,486500,8/10/16,13.9,3165,1,1.0,0,75.0,1960.0
4,h,1290000,11/3/17,4.5,3057,2,2.0,468,,
2,u,479000,4/3/17,2.6,3121,1,1.0,534,,1970.0
5,h,1180000,23/09/2017,23.0,3136,3,3.0,857,285.0,2012.0
2,h,747000,19/11/2016,6.4,3011,1,1.0,320,94.0,1900.0
3,h,780000,3/6/17,12.1,3083,1,1.0,546,,
2,h,460000,27/11/2016,12.1,3046,1,4.0,360,,
1,u,440000,6/5/17,4.6,3122,1,1.0,0,51.0,1960.0
3,t,702000,28/08/2016,11.7,3125,2,1.0,170,106.0,2001.0
2,u,770000,7/11/16,11.2,3127,1,1.0,156,,1960.0
3,h,1050000,25/02/2017,4.5,3181,2,1.0,8216,130.0,1995.0
2,u,535000,18/06/2016,12.2,3147,1,1.0,72,,
4,t,1465000,18/06/2016,13.9,3165,2,2.0,319,256.0,2015.0
3,h,1090000,27/11/2016,12.1,3163,2,2.0,553,138.0,1960.0
2,u,623000,10/9/16,13.0,3166,1,1.0,101,90.0,1970.0
3,h,1300000,8/4/17,9.1,3040,3,2.0,240,240.0,2013.0
3,u,798000,15/10/2016,8.8,3072,2,2.0,212,,2005.0
5,h,715000,28/08/2016,13.5,3020,2,2.0,654,,
2,u,492500,3/9/16,13.9,3108,1,1.0,65,,1975.0
3,h,1260000,19/11/2016,4.2,3031,2,2.0,250,147.0,1900.0
2,t,735000,24/09/2016,5.9,3055,1,2.0,120,109.0,2004.0
2,u,600000,12/11/16,2.1,3205,1,1.0,0,,
3,h,773000,6/8/16,9.5,3081,1,2.0,626,93.0,1955.0
1,u,315000,27/11/2016,11.2,3145,1,1.0,0,46.0,1940.0
2,u,472000,25/02/2017,14.5,3188,1,1.0,215,68.0,2007.0
2,h,1424000,8/4/17,11.4,3163,1,1.0,575,,
3,u,605000,26/07/2016,8.8,3072,1,2.0,192,,
2,u,690000,14/05/2016,12.2,3147,1,1.0,216,90.0,2003.0
4,h,2077000,7/11/16,9.2,3146,2,3.0,553,143.0,1910.0
3,h,690500,3/6/17,10.5,3020,1,0.0,637,,
3,t,1137000,19/11/2016,9.2,3104,2,2.0,349,,
2,u,500000,27/05/2017,6.2,3123,1,1.0,1324,72.0,1970.0
2,u,691000,15/10/2016,2.6,3121,2,1.0,0,85.0,2008.0
3,h,1581000,28/05/2016,3.5,3068,1,0.0,193,132.0,1910.0
2,u,950000,10/12/16,11.8,3204,1,1.0,0,,
2,h,1026000,3/9/16,5.2,3056,1,0.0,225,108.0,1905.0
2,u,695000,4/6/16,10.4,3163,2,1.0,0,,
4,h,602000,26/08/2017,18.4,3029,2,2.0,603,150.0,1985.0
1,u,301000,17/06/2017,4.3,3032,1,1.0,887,45.0,1972.0
3,h,1510000,29/04/2017,13.9,3165,1,2.0,689,,
2,u,520000,8/7/17,23.2,3153,1,1.0,158,69.0,1975.0
2,u,600000,18/03/2017,12.2,3147,1,1.0,153,80.0,1970.0
3,u,813000,29/07/2017,15.4,3131,2,2.0,266,134.0,2001.0
3,h,1037000,3/9/16,4.2,3031,1,1.0,188,106.0,1910.0
2,h,826000,16/07/2016,10.8,3019,1,2.0,667,,1950.0
3,h,575000,17/09/2016,13.5,3020,1,2.0,686,,
3,h,1045000,8/4/17,8.8,3072,1,2.0,513,,
4,h,1245000,26/08/2017,16.7,3150,2,2.0,652,,1981.0
2,h,1417500,27/05/2017,7.8,3161,1,2.0,307,103.0,1900.0
3,h,607500,18/06/2016,12.6,3020,1,2.0,487,,
2,u,315000,26/08/2017,18.4,3029,1,1.0,150,,
4,h,1182500,27/11/2016,13.8,3107,2,2.0,650,150.0,1975.0
4,h,2100000,20/05/2017,4.6,3122,1,2.0,383,,
2,u,850000,3/6/17,17.9,3192,1,2.0,0,81.0,1970.0
4,h,1155000,19/08/2017,16.7,3150,1,1.0,654,,
3,h,1255000,15/10/2016,5.9,3032,2,2.0,308,,
3,h,711100,8/7/17,14.0,3021,1,2.0,743,,
3,t,765000,17/06/2017,11.0,3018,2,2.0,200,139.0,2007.0
3,h,2395000,18/03/2017,3.3,3141,1,2.0,442,,
3,h,1950000,15/07/2017,16.7,3168,1,2.0,734,,
3,u,1457500,18/03/2017,13.7,3188,2,2.0,0,,
1,u,400000,18/06/2016,3.3,3141,1,1.0,0,45.0,1960.0
3,h,990000,29/04/2017,7.8,3058,1,3.0,414,153.1,1930.0
3,h,620000,22/07/2017,18.0,3037,2,2.0,360,,2000.0
2,u,840000,25/02/2017,3.3,3141,2,1.0,0,92.0,2002.0
3,u,622000,15/07/2017,14.7,3152,1,1.0,137,71.0,2012.0
3,h,532000,7/11/16,9.4,3081,1,1.0,390,86.0,1955.0
3,h,771000,20/05/2017,10.8,3019,1,0.0,556,,
3,h,2360000,18/03/2017,6.3,3143,2,0.0,336,,
3,h,1535000,15/10/2016,11.8,3204,1,2.0,578,140.0,1935.0
3,h,500000,10/9/16,13.0,3046,1,1.0,589,,
3,h,1165000,12/11/16,13.9,3165,1,1.0,732,,
2,t,600000,4/3/17,9.2,3058,1,1.0,145,105.0,2010.0
3,h,1040000,17/09/2016,8.8,3072,1,2.0,555,,
3,h,712000,3/6/17,13.1,3060,1,2.0,603,94.3,1960.0
2,h,916000,24/09/2016,5.2,3056,1,0.0,1328,,1890.0
2,u,693000,16/07/2016,7.8,3124,1,1.0,84,,
2,u,566000,9/9/17,18.0,3095,1,1.0,845,,
4,h,1810000,28/05/2016,13.9,3108,2,4.0,769,240.0,1970.0
3,t,998000,8/4/17,13.0,3166,2,2.0,246,,2000.0
2,u,662000,17/09/2016,11.4,3163,2,1.0,0,,
3,h,650000,16/04/2016,11.2,3073,1,2.0,468,92.0,1960.0
2,u,725000,29/04/2017,13.0,3204,1,1.0,0,115.0,2006.0
3,h,1025000,3/6/17,7.5,3040,2,2.0,203,156.0,2016.0
2,u,582000,3/9/16,2.6,3121,1,1.0,0,75.0,2001.0
4,h,1120000,3/6/17,15.5,3167,2,2.0,564,161.0,1975.0
4,h,921000,26/07/2016,14.6,3189,1,2.0,592,,
2,u,845000,22/08/2016,7.9,3079,2,2.0,147,,1980.0
2,h,1180000,23/04/2016,4.5,3181,1,0.0,214,215.0,1900.0
3,h,1500000,27/11/2016,5.8,3078,1,1.0,0,126.0,1910.0
2,u,516000,3/9/16,13.0,3166,1,1.0,0,76.0,1970.0
3,h,1126000,18/03/2017,6.6,3011,1,0.0,357,,
2,u,507000,3/6/17,7.5,3040,1,1.0,0,80.0,1960.0
3,t,1582000,25/02/2017,2.6,3121,3,2.0,119,184.0,2005.0
2,u,600000,29/07/2017,21.5,3195,1,1.0,0,,1967.0
2,u,898000,19/11/2016,13.7,3188,1,1.0,266,,1970.0
3,h,1400000,27/11/2016,10.6,3084,1,1.0,827,109.0,1952.0
3,h,730000,24/06/2017,16.1,3088,2,2.0,563,,
3,u,487500,27/06/2016,5.9,3032,1,3.0,0,,1972.0
3,h,2000000,15/10/2016,2.1,3205,2,1.0,161,141.0,1890.0
3,h,625000,23/09/2017,19.6,3076,1,2.0,534,113.0,1990.0
2,u,532000,29/04/2017,7.5,3123,1,1.0,0,,
3,h,860000,16/07/2016,11.4,3084,1,2.0,583,,
3,h,847000,20/05/2017,6.6,3011,1,1.0,205,,
3,h,1470000,18/03/2017,1.6,3066,2,0.0,150,,
3,h,1340000,10/9/16,13.0,3204,2,1.0,526,135.0,1910.0
3,t,800000,8/7/17,5.1,3011,2,2.0,0,,
1,u,455500,24/09/2016,3.8,3207,1,1.0,0,,2002.0
3,t,1472000,16/07/2016,9.7,3103,2,2.0,306,170.0,1995.0
2,t,620000,10/12/16,5.2,3056,2,1.0,72,2.0,
2,u,645000,12/11/16,4.6,3122,1,1.0,0,,
3,t,700000,27/06/2016,7.9,3079,2,1.0,189,110.0,1990.0
4,h,1201000,10/12/16,6.6,3011,2,1.0,299,158.0,1910.0
2,u,442000,7/5/16,9.1,3040,1,1.0,0,,
2,u,639000,19/11/2016,14.6,3189,1,1.0,83,79.0,1960.0
2,u,630000,29/04/2017,2.6,3121,2,1.0,3512,,2011.0
2,h,927000,4/2/16,9.2,3012,1,4.0,524,139.0,
3,h,725000,20/05/2017,9.2,3012,2,2.0,260,,
2,u,570000,20/05/2017,4.5,3181,1,1.0,479,,
2,h,745000,6/5/17,8.0,3040,1,1.0,342,,
2,t,775000,27/11/2016,7.8,3124,2,1.0,103,,
2,u,625000,7/11/16,11.4,3163,1,1.0,78,,
3,h,1708000,4/3/17,11.8,3204,1,1.0,703,,
2,u,530000,10/9/16,13.5,3042,1,1.0,120,94.0,2012.0
3,u,691000,24/06/2017,8.4,3072,1,1.0,170,,
2,t,510000,17/09/2016,9.9,3044,1,1.0,110,91.0,2013.0
3,u,805000,17/09/2016,3.3,3141,2,3.0,6111,,
3,u,855000,4/3/17,13.0,3166,1,2.0,0,,
2,u,1155000,17/09/2016,7.4,3144,2,2.0,0,,2002.0
2,u,566000,15/07/2017,4.3,3032,1,1.0,1017,,1972.0
3,h,1170000,12/8/17,10.4,3125,1,3.0,590,,
3,h,620000,22/07/2017,15.5,3028,1,2.0,466,107.0,1975.0
2,h,1500000,15/07/2017,13.4,3130,1,1.0,1021,,
1,u,291000,27/06/2016,12.1,3163,1,1.0,0,44.0,
2,u,495000,6/5/17,7.8,3058,1,0.0,388,69.0,1960.0
2,u,646500,22/04/2017,13.1,3128,1,1.0,156,,1980.0
2,u,678000,4/3/17,6.3,3143,1,2.0,0,,
3,h,995000,16/04/2016,6.5,3071,1,1.0,327,96.0,1920.0
2,u,445000,22/07/2017,22.7,3174,1,3.0,197,82.0,1998.0
3,h,711000,14/05/2016,14.9,3087,1,2.0,658,,
2,u,656000,22/07/2017,16.7,3150,1,1.0,345,120.0,2012.0
3,h,875000,8/4/17,9.2,3058,1,1.0,592,,
3,u,715000,8/4/17,8.8,3072,1,1.0,210,,1996.0
3,t,792000,16/09/2017,20.0,3194,2,2.0,156,,
3,u,930000,24/06/2017,7.5,3040,2,1.0,223,146.0,2002.0
2,h,1582000,15/10/2016,7.5,3123,2,2.0,358,,
2,t,539000,8/7/17,11.2,3046,2,2.0,160,,
4,t,1185000,3/9/17,7.5,3040,3,1.0,205,168.0,2010.0
4,h,2115000,19/08/2017,7.9,3103,2,2.0,766,,
4,h,1255000,9/9/17,12.4,3108,2,1.0,670,,
2,h,810000,28/05/2016,7.8,3058,1,1.0,370,,
4,h,950000,15/07/2017,25.0,3155,2,4.0,2033,255.0,1970.0
2,u,630000,20/05/2017,9.3,3162,1,1.0,0,71.0,2003.0
2,u,466000,25/02/2017,6.5,3071,1,1.0,909,,
5,t,645000,20/05/2017,13.0,3046,1,1.0,227,152.0,2013.0
5,h,4850000,12/11/16,5.6,3101,4,4.0,957,400.0,1930.0
2,h,1400000,18/06/2016,11.2,3145,1,1.0,312,,
2,u,625000,3/6/17,3.5,3207,1,1.0,6830,,
4,t,2570000,12/11/16,10.7,3187,3,2.0,898,,
3,h,661000,16/09/2017,32.3,3803,1,3.0,819,,
2,u,655000,10/12/16,4.6,3122,1,1.0,0,78.0,1960.0
3,h,1420000,8/4/17,4.1,3206,1,0.0,112,,
2,u,615000,4/6/16,7.8,3124,1,1.0,1107,68.0,1960.0
2,u,660000,17/06/2017,20.0,3194,1,1.0,101,300.0,1990.0
3,h,1100000,15/07/2017,5.3,3122,2,1.0,109,109.5,1999.0
2,h,1270000,17/06/2017,3.6,3068,1,0.0,183,,1890.0
3,h,901000,29/07/2017,21.3,3135,2,2.0,678,,1975.0
2,u,692000,7/5/16,1.6,3065,1,1.0,0,,
3,h,644000,3/6/17,20.5,3752,2,4.0,492,160.0,2007.0
2,u,890000,17/09/2016,5.6,3101,2,1.0,89,87.0,1965.0
1,u,313000,25/02/2017,7.7,3184,1,1.0,0,,
4,h,3625000,27/11/2016,6.3,3143,1,2.0,709,251.0,1900.0
4,h,1785000,10/9/16,7.0,3013,2,2.0,640,,
2,h,930000,16/07/2016,2.5,3121,1,1.0,125,68.0,1900.0
4,h,1717500,19/11/2016,2.6,3052,2,1.0,165,,
2,u,885500,18/06/2016,3.4,3068,2,2.0,0,136.0,2005.0
4,u,990000,7/5/16,1.2,3006,3,1.0,0,172.0,1995.0
3,h,960000,3/9/16,13.8,3084,2,2.0,656,183.0,1990.0
4,h,990000,8/4/17,12.6,3020,1,6.0,654,189.0,1950.0
2,u,797000,24/06/2017,5.4,3101,1,2.0,964,,1960.0
3,u,696000,15/07/2017,16.7,3168,1,2.0,259,,
2,u,722500,3/9/16,8.9,3162,1,1.0,0,100.0,1960.0
2,u,725000,18/03/2017,13.0,3204,1,1.0,677,88.0,2012.0
3,t,1010000,23/04/2016,4.5,3057,2,1.0,0,133.0,2014.0
2,t,860000,10/12/16,9.2,3104,2,2.0,204,,
4,h,1255000,28/08/2016,13.9,3165,2,2.0,610,167.0,1950.0
1,u,520000,8/7/17,5.4,3101,1,1.0,0,,
4,h,1825000,6/5/17,3.4,3068,1,2.0,306,,
2,u,730000,22/07/2017,7.2,3184,2,1.0,0,,2013.0
2,u,580000,17/06/2017,7.5,3040,1,1.0,921,84.0,1970.0
4,h,1300000,10/12/16,6.4,3011,2,3.0,0,190.0,1950.0
5,h,675000,23/09/2017,31.7,3429,3,2.0,615,208.0,2000.0
5,h,1116500,15/07/2017,16.7,3150,2,2.0,701,182.85,1960.0
3,h,1280000,25/02/2017,6.5,3071,1,1.0,253,130.0,1910.0
2,u,799000,27/05/2017,1.8,3051,1,1.0,0,73.0,1900.0
2,h,1450000,8/4/17,11.0,3147,1,1.0,627,,
2,u,625000,10/12/16,3.3,3141,1,1.0,1283,,
3,h,1122000,8/7/17,15.5,3167,1,2.0,732,,
3,t,1015000,24/09/2016,4.5,3181,3,1.0,0,,
3,u,1221000,22/04/2017,11.2,3186,2,2.0,0,109.0,1975.0
2,t,495000,12/11/16,11.2,3073,1,1.0,96,73.0,2013.0
3,t,1000000,1/7/17,21.5,3195,2,2.0,298,124.0,1995.0
3,h,1010000,4/3/17,7.8,3058,2,1.0,278,278.0,
3,h,983000,3/9/17,4.3,3032,2,2.0,359,185.0,2008.0
3,h,1800000,15/07/2017,14.2,3149,2,2.0,747,,
4,h,953000,15/10/2016,15.0,3085,2,2.0,551,150.0,1997.0
4,h,1720000,22/05/2016,10.7,3187,2,2.0,676,,
3,h,475000,29/07/2017,31.7,3429,1,4.0,754,131.0,1985.0
3,t,830000,28/08/2016,12.2,3147,1,2.0,212,130.0,2012.0
4,h,1272000,24/06/2017,16.7,3150,2,2.0,733,,
3,u,1602000,10/12/16,11.2,3186,2,2.0,328,,
2,u,902000,25/02/2017,6.1,3182,1,0.0,0,108.0,1920.0
5,h,1951000,3/9/17,9.7,3104,3,3.0,711,,1960.0
2,u,455000,17/06/2017,20.0,3194,1,1.0,3160,,1970.0
1,u,312000,17/06/2017,5.2,3055,1,1.0,406,40.0,1970.0
2,u,867000,8/4/17,4.6,3142,1,1.0,1087,,
1,u,415000,15/07/2017,5.3,3122,1,1.0,0,,
5,h,3160000,13/05/2017,5.6,3101,5,2.0,811,,
3,u,805000,3/6/17,2.7,3141,1,1.0,0,,1970.0
3,h,590000,3/12/16,12.8,3033,1,2.0,610,,1974.0
3,t,1300000,11/2/17,2.3,3051,2,2.0,67,,2005.0
2,u,509000,3/9/16,6.1,3182,1,1.0,0,,
3,t,1205000,22/04/2017,7.5,3102,2,2.0,270,,
2,t,690000,20/05/2017,4.5,3057,1,1.0,3886,,
2,h,2200000,15/10/2016,2.6,3052,2,1.0,190,172.0,1875.0
3,u,510000,17/06/2017,12.0,3073,1,1.0,178,100.0,2009.0
3,t,1115000,4/3/17,13.9,3165,2,2.0,297,,
2,u,722000,12/11/16,9.0,3126,1,1.0,0,92.0,1965.0
2,t,617500,10/9/16,11.2,3042,1,1.0,237,,
